,movienames,movieinfo,movietag,movierate,movieid
2710,伴你高飞 Fly Away Home,"{'类型': [' 剧情 ', ' 家庭 ', ' 冒险'], '主演': [' 安娜·帕奎因 ', ' 杰夫·丹尼尔斯 ', ' 达娜·德拉尼 ', ' 特里·金尼 ', ' 霍尔特·格拉汉姆'], '上映日期': ' 1996-09-13', '编剧': ' Robert Rodat / Vince McKewin', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 卡罗尔·巴拉德'}","['美国', '自然', '亲情', '温情', '动物', '美国电影', '生态', '温馨']",8.8,52701
2711,第四公民 Citizenfour,"{'类型': [' 纪录片 ', ' 传记'], '主演': [' 爱德华·斯诺登 ', ' 朱利安·阿桑奇 ', ' 杰里米·斯卡希尔 ', ' Glenn Greenwald'], '上映日期': ' 2014-10-10(纽约电影节) / 2014-10-24(美国)', '语言': [' 英语 ', ' 葡萄牙语 ', ' 德语'], '制片国家/地区': ' 德国 / 美国 / 英国', '导演': ' 劳拉·珀特阿斯'}","['纪录片', '美国', '政治', 'EdwardSnowden', '2014', '德国', 'Documentary', '美国电影']",8.4,52702
2712,爱是曾经 The Swell Season,"{'类型': [' 剧情 ', ' 纪录片 ', ' 音乐'], '主演': [' 格伦·汉塞德 ', ' 玛可塔·伊尔格洛娃'], '上映日期': ' 2011', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' Nick August-Perna / Chris Dapkins / Carlo Mirabella-Davis'}","['纪录片', '音乐', '爱情', '美国', 'GlenHansard', 'MarketaIrglova', '玛可塔·伊尔格洛娃', '2011']",8.5,52703
2713,第39号案件 Case 39,"{'类型': [' 悬疑 ', ' 惊悚 ', ' 恐怖'], '主演': [' 蕾妮·齐薇格 ', ' 布莱德利·库珀 ', ' 祖蒂·弗兰 ', ' 伊恩·麦柯肖恩 ', "" Kerry O'Malley""], '上映日期': ' 2009-08-13', '编剧': ' Ray Wright', '语言': [' 英语'], '制片国家/地区': ' 美国 / 加拿大', '导演': ' 克里斯蒂安·阿瓦特'}","['惊悚', '恐怖', '美国', '悬疑', '美国电影', '恐怖电影', '2009', 'ReneeZellweger']",6.7,52704
2714,厄运葬礼 This Way Up,"{'类型': [' 动画 ', ' 短片'], '上映日期': ' 2008-04-24', '编剧': "" Adam Foulkes / Alan Smith / Christopher O'Reilly"", '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' Adam Foulkes / Alan Smith'}","['动画短片', '英国', '短片', '动画', '黑色幽默', '2008', '喜剧', '英国电影']",7.8,52705
2715,花千骨2015,"{'类型': [' 剧情 ', ' 爱情 ', ' 悬疑 ', ' 奇幻'], '主演': [' 赵丽颖 ', ' 蒋方婷 ', ' 马可 ', ' 董春辉 ', ' 王修泽 ', ' 彭紫烊 ', ' 阮伟旌更多...'], '编剧': ' 田良良 / 陈晨', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 邹曦'}","['垃圾！', '垃圾', '花千骨2015', '电视剧', '烂片', '网络剧', '赵丽颖', '爱情']",3.4,52706
2716,狂赌之渊 賭ケグルイ,"{'类型': [' 剧情 ', ' 动画'], '主演': [' 早见沙织 ', ' 田中美海 ', ' 德武龙也 ', ' 若井友希 ', ' 奈波果林 ', ' 伊濑茉莉也 ', ' 芹泽优 ', ' 杉田智和 ', ' 鵜殿麻由 ', ' 福原綾香 ', ' 泽城美雪更多...'], '编剧': ' 小林靖子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 林祐一郎'}","['动画', '日本', '动漫', '赌博', '2017', '推理', '剧情', '漫画改编']",8.2,52707
2717,狗狗旅馆 Hotel for Dogs,"{'类型': [' 喜剧 ', ' 家庭'], '主演': [' 艾玛·罗伯茨 ', ' 杰克·T·奥斯汀 ', ' 唐·钱德尔 ', ' 约翰尼·西蒙斯 ', ' 丽莎·库卓'], '上映日期': ' 2009-01-16', '编剧': ' Jeff Lowell / 罗伯特·斯库利 / 马克·麦科克尔 / 路易斯·邓肯', '语言': [' 英语'], '制片国家/地区': ' 美国 / 德国', '导演': ' 托尔·弗洛伊德桑尔'}","['狗狗', '喜剧', '美国', '动物', '美国电影', 'EmmaRoberts', '2009', '电影']",7.5,52708
2718,索多玛的苹果 ソドムの林檎～ロトを殺した娘たち,"{'类型': [' 剧情'], '主演': [' 寺岛忍 ', ' 木村文乃 ', ' 沟端淳平 ', ' 真野响子 ', ' 奥田瑛二 ', ' 吹越満 ', ' 村上淳 ', ' 温水洋一 ', ' 洞口依子 ', ' 滨田麻里 ', ' 石桥杏奈 ', ' 野村周平 ', ' 田山凉成 ', ' 忍成修吾 ', ' 徳井優 ', ' 内田春菊 ', ' 增田俊树 ', ' 村松利史 ', ' 中村靖日 ', ' 渡边真起子 ', ' 大西信满更多...'], '编剧': ' 荒井晴彦', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 广木隆一'}","['日剧', '日本', '2013', '木村文乃', '寺島しのぶ', '溝端淳平', '广木隆一', 'WOWOW']",7.5,52709
2719,Argon 아르곤,"{'类型': [' 剧情'], '主演': [' 金柱赫 ', ' 千禹熙 ', ' 朴元尚 ', ' 申贤彬 ', ' 朴喜本 ', ' 沈智浩 ', ' 池允浩 ', ' 池一株 ', ' 曹賢哲 ', ' 李成俊 ', ' 朴敏荷 ', ' 李璟荣 ', ' 金正洙 ', ' 柳涵妃 ', ' 李在均 ', ' 徐胤雅 ', ' 朴努植 ', ' 李基英 ', ' 罗光旭 ', ' 楊賢民 ', ' 崔英 ', ' 南文哲 ', ' 崔范浩 ', ' 李東勇 ', ' 孙相庆 ', ' 崔载雄更多...'], '编剧': ' 全英信 / 朱元奎 / 申河恩', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 李允正'}","['韩剧', 'tvN', '韩国', '2017', '看过的电视剧', '韩语标签', '新闻', '电视剧']",8.4,52710
2720,大地雄心 Far and Away,"{'类型': [' 剧情 ', ' 爱情 ', ' 西部 ', ' 冒险'], '主演': [' 汤姆·克鲁斯 ', ' 妮可·基德曼 ', ' 托马斯·吉布森 ', ' 罗伯特·普罗斯基 ', ' 芭芭拉·巴布科克 ', ' 西里尔·库萨克 ', ' Eileen Pollock ', ' 科尔姆·米尼 ', ' 米歇尔·约翰逊 ', ' Niall Toibin ', ' 巴里·麦戈文 ', ' 杰瑞德·哈里斯更多...'], '上映日期': ' 1992-05-22', '编剧': ' 鲍勃·多尔曼 / 朗·霍华德', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 朗·霍华德'}","['美国', '爱情', '励志', '剧情', '1992', '西部', '冒险', '历史']",7.8,52711
2721,永不妥协 Erin Brockovich,"{'类型': [' 剧情 ', ' 爱情 ', ' 传记'], '主演': [' 朱莉娅·罗伯茨 ', ' 阿尔伯特·芬尼 ', ' 康查塔·费雷尔 ', ' 艾伦·艾克哈特 ', ' 玛格·海根柏格'], '上映日期': ' 2000-03-17', '编剧': ' 苏珊娜·格兰特', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 史蒂文·索德伯格'}","['励志', 'JuliaRoberts', '美国', '女性', '美国电影', '剧情', '永不妥协', '2000']",8.3,52712
2722,龙虾 The Lobster,"{'类型': [' 剧情 ', ' 喜剧 ', ' 奇幻'], '主演': [' 科林·法瑞尔 ', ' 蕾切尔·薇兹 ', ' 约翰·C·赖利 ', ' 蕾雅·赛杜 ', ' 奥利维娅·科尔曼 ', ' 本·卫肖 ', ' 亚里安妮·拉贝德 ', ' 罗杰·阿什顿-格里菲斯 ', ' 迈克尔·史麦利 ', ' 杰西卡·巴登 ', ' 昂格利基·帕普利亚更多...'], '上映日期': ' 2015-05-15(戛纳电影节) / 2015-10-16(爱尔兰)', '编剧': ' 欧格斯·兰斯莫斯 / 埃夫西米斯·菲利普', '语言': [' 英语 ', ' 法语'], '制片国家/地区': ' 爱尔兰 / 英国 / 希腊 / 法国 / 荷兰', '导演': ' 欧格斯·兰斯莫斯'}","['爱情', '黑色幽默', '英国', '科幻', '剧情', '反乌托邦', '2015', '爱尔兰']",7.5,52713
2723,微不足道 Big Nothing,"{'类型': [' 喜剧 ', ' 惊悚 ', ' 犯罪'], '主演': [' 西蒙·佩吉 ', ' 大卫·休默 ', ' 娜塔莎·麦克艾霍恩 ', ' 爱丽丝·伊芙 ', ' 乔·鲍里托'], '上映日期': ' 2006-12-01(英国)', '编剧': ' 让-巴普蒂斯特·安德烈 / 比利·阿什', '语言': [' 英语'], '制片国家/地区': ' 英国 / 加拿大', '导演': ' 让-巴普蒂斯特·安德烈'}","['黑色幽默', '喜剧', '犯罪', '美国', 'SimonPegg', '英国', '2006', '美国电影']",8.2,52714
2724,魂断威尼斯 Morte a Venezia,"{'类型': [' 剧情 ', ' 同性'], '主演': [' 德克·博加德 ', ' 诺拉·里奇 ', ' 马里莎·贝伦森 ', ' 凯荷·安德烈 ', ' 伯恩·安德森 ', ' 西尔瓦娜·曼加诺 ', ' 佛朗哥·法布里齐更多...'], '上映日期': ' 1971-03-01', '编剧': ' 卢基诺·维斯康蒂 / Nicola Badalucco / 托马斯·曼', '语言': [' 意大利语 ', ' 英语 ', ' 波兰语 ', ' 法语'], '制片国家/地区': ' 意大利 / 法国', '导演': ' 卢基诺·维斯康蒂'}","['意大利', '同志', '同性', '法国', '文艺', '1971', '爱情', '卢奇诺·维斯康蒂']",8.2,52715
2725,"纽约提喻法 Synecdoche, New York","{'类型': [' 剧情'], '主演': [' 菲利普·塞默·霍夫曼 ', ' 凯瑟琳·基纳 ', ' 米歇尔·威廉姆斯 ', ' 萨曼莎·莫顿 ', ' 霍普·戴维斯 ', ' 詹妮弗·杰森·李 ', ' 艾米丽·沃森 ', ' 黛安·韦斯特更多...'], '上映日期': ' 2008-10-24', '编剧': ' 查理·考夫曼', '语言': [' 英语 ', ' 德语'], '制片国家/地区': ' 美国', '导演': ' 查理·考夫曼'}","['美国', 'CharlieKaufman', '剧情', '美国电影', '查理考夫曼', '2008', 'PhilipSeymourHoffman', '微缩纽约']",8.0,52716
2726,阿修罗 아수라,"{'类型': [' 剧情 ', ' 动作 ', ' 犯罪'], '主演': [' 郑雨盛 ', ' 黄晸玟 ', ' 朱智勋 ', ' 郭度沅 ', ' 郑满植 ', ' 金元海 ', ' 尹宰文 ', ' 尹智慧更多...'], '上映日期': ' 2016-09-12(多伦多电影节) / 2016-09-28(韩国)', '编剧': ' 金成洙', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 金成洙'}","['韩国', '犯罪', '暴力', '政治', '血腥', '动作', '2016', '剧情']",7.2,52717
2727,银河铁道之夜 銀河鉄道の夜 the Celestial Railroad,"{'类型': [' 剧情 ', ' 动画'], '主演': [' 桑岛法子'], '上映日期': ' 2006-06-17(日本)', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 加贺谷穰'}","['动画', '日本', '銀河鉄道の夜', '宫泽贤治', '日本动画', '加贺谷穰', 'kagaya', '动漫']",8.5,52718
2728,龙在江湖,"{'类型': [' 剧情 ', ' 动作 ', ' 犯罪'], '主演': [' 刘德华 ', ' 梁咏琪 ', ' 关秀媚 ', ' 方中信 ', ' 吴毅将 ', ' 郑浩南 ', ' 李灿森 ', ' 马德钟 ', ' 余文浚 ', ' 郭子健更多...'], '上映日期': ' 1998-07-01', '编剧': ' 王晶', '语言': [' 粤语'], '制片国家/地区': ' 香港', '导演': ' 王晶'}","['刘德华', '香港', '香港电影', '黑帮', '王晶', '梁咏琪', '动作', '爱情']",6.8,52719
2729,"我，花样女王 I, Tonya","{'类型': [' 喜剧 ', ' 传记 ', ' 运动'], '主演': [' 玛格特·罗比 ', ' 塞巴斯蒂安·斯坦 ', ' 艾莉森·珍妮 ', ' 凯特琳·卡弗 ', ' 麦肯娜·格瑞丝 ', ' 鲍比·坎纳瓦尔 ', ' 博亚娜·诺瓦科维奇 ', ' 朱丽安妮·尼科尔森 ', ' 凯萨琳·戴尔 ', ' 保罗·沃尔特·豪泽 ', ' 约书亚·米克尔 ', ' 埃文·乔治·沃拉泽里斯 ', ' 卡拉·曼特拉 ', ' 杰森·戴维斯 ', ' 凯莉·弗雷泽 ', ' 安东尼·雷诺兹 ', ' 杰森·麦克唐纳 ', ' 迈尔斯·穆森登更多...'], '上映日期': ' 2017-09-08(多伦多电影节) / 2017-12-08(美国)', '编剧': ' 斯蒂芬·罗杰斯', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 克雷格·吉勒斯佩'}","['传记', '美国', '女性', '2017', '体育', '喜剧', '花样滑冰', '运动']",8.1,52720
2730,算是报恩了吧 少しは、恩返しができたかな,"{'制片国家/地区': ' 日本', '主演': [' 二宫和也 ', ' 池胁千鹤 ', ' 胜地凉 ', ' 胜村政信 ', ' 高桥一生 ', ' 村田雄浩 ', ' 小木茂光 ', ' 大竹忍 ', ' 谷启 ', ' 金田明夫 ', ' 泽村一树 ', ' 浅利阳介更多...'], '语言': [' 日语'], '上映日期': ' 2006-03-22(日本)', '导演': ' 吉田健'}","['二宫和也', '日剧SP', '日剧', '日本', '二宮和也', 'SP', '少しは、恩返しができたかな', '日本电影']",8.1,52721
2731,美国囧案 第一季 American Vandal Season 1,"{'类型': [' 喜剧 ', ' 悬疑'], '主演': [' 泰勒·阿尔瓦雷兹 ', ' 格里芬·格鲁克 ', ' 吉米·塔特罗 ', ' 卡米尔·海德 ', ' 爱德华多·弗兰科 ', ' 卡米尔·拉姆齐 ', ' 卡勒姆·沃西 ', ' 卢·威尔逊 ', ' Jessica Juarez ', ' 乔·法瑞尔 ', ' 吉娜维芙·汉内柳斯 ', ' 卡莉·罗森博格 ', "" Ryan O'Flanagan "", ' 肖恩·卡里甘 ', ' 萨克斯·沙比诺 ', ' 迈尔斯·布鲁尔 ', ' 丹德里·泰勒 ', ' 塔克·阿尔布里齐 ', ' 卡拉·杰弗瑞更多...'], '编剧': ' 丹·佩罗 / Tony Yacenda', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' Tony Yacenda'}","['美剧', 'Netflix', '伪纪录片', '黑色幽默', '喜剧', '美国', '2017', '犯罪']",8.5,52722
2732,天空之城 天空の城ラピュタ,"{'类型': [' 动画 ', ' 奇幻 ', ' 冒险'], '主演': [' 田中真弓 ', ' 横泽启子 ', ' 初井言荣 ', ' 寺田农 ', ' 常田富士男 ', ' 永井一郎 ', ' 糸博 ', ' 鹫尾真知子 ', ' 神山卓三 ', ' 安原义人 ', ' 槐柳二 ', ' 鳕子更多...'], '上映日期': ' 1992(中国大陆) / 1986-08-02(日本)', '编剧': ' 宫崎骏', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 宫崎骏'}","['宫崎骏', '动画', '天空之城', '日本', '动漫', '日本动画', '宮崎駿', '电影']",9.0,52723
2733,老男孩,"{'类型': [' 剧情'], '主演': [' 刘烨 ', ' 林依晨 ', ' 雷佳音 ', ' 胡先煦 ', ' 李建义'], '编剧': ' 高蓉蓉', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 刘俊杰'}","['林依晨', '刘烨', '国产剧', '雷佳音', '爱情', '国产电视剧', '国产', '剧情']",,52724
2734,高跟鞋 하이힐,"{'类型': [' 剧情 ', ' 动作'], '主演': [' 车胜元 ', ' 吴政世 ', ' 李絮 ', ' 安吉江 ', ' 金应洙 ', ' 高庚杓 ', ' 吴智昊 ', ' 朴圣雄 ', ' 宋永彰更多...'], '上映日期': ' 2014-06-04(韩国)', '编剧': ' 张镇', '语言': [' 韩语'], '制片国家/地区': ' 韩国', '导演': ' 张镇'}","['韩国', '动作', '同性', '变性', '剧情', '犯罪', '2014', '同志']",6.7,52725
2735,大西洋帝国 第四季 Boardwalk Empire Season 4,"{'类型': [' 剧情 ', ' 历史 ', ' 犯罪'], '主演': [' 史蒂夫·布西密 ', ' 凯莉·麦克唐纳 ', ' 迈克尔·珊农 ', ' 谢伊·惠格姆 ', ' 迈克尔·斯图巴 ', ' 斯蒂芬·格拉汉姆 ', ' 迈克尔·肯尼斯·威廉姆斯 ', ' 杰克·休斯顿更多...'], '编剧': ' 蒂莫西·范·帕腾 / 特伦斯·温特', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 蒂莫西·范·帕腾'}","['美剧', 'HBO', '黑帮', '犯罪', '大西洋帝国', '美国', '看过的电视剧', '2013']",9.3,52726
2736,夏洛特烦恼,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 沈腾 ', ' 马丽 ', ' 尹正 ', ' 艾伦 ', ' 王智 ', ' 田雨 ', ' 宋阳 ', ' 常远 ', ' 李萍 ', ' 李立群 ', ' 张一鸣 ', ' 马小茜 ', ' 赵震 ', ' 董良瑜 ', ' 刘坤 ', ' 黄才伦 ', ' 陈昊明 ', ' 陆林洁 ', ' 王成思 ', ' 刘金 ', ' 刘立东 ', ' 杨欢 ', ' 宁幻秋 ', ' 温森 ', ' 陶柏 ', ' 许猛 ', ' 嫣红 ', ' 刘叶舟 ', ' 王硕 ', ' 马驰 ', ' 周展翅 ', ' 周华安 ', ' 顾佳欣 ', ' 易波 ', ' 一戈 ', ' 姜田丰 ', ' 郭恩强 ', ' 常世奎 ', ' 于健 ', ' 王琦 ', ' 赵雪 ', ' 陶亮 ', ' 黄杨 ', ' 陆羊 ', ' 王军 ', ' 刘子凡 ', ' 刘笑竹 ', ' 卢莹 ', ' 张广洁 ', ' 方菲菲 ', ' 许登雨 ', ' 朱波 ', ' 肖扬 ', ' 魏翔 ', ' 江夏 ', ' 吴江 ', ' 张辰 ', ' 王野 ', ' 贾悦明 ', ' 王翡 ', ' 简姗姗 ', ' 申琴子 ', ' 尹星人 ', ' 桂百惠 ', ' 管亚鑫 ', ' 彭泽言 ', ' 王思浩 ', ' 关鹏 ', ' 桂琛 ', ' 朱磊 ', ' 徐贤任 ', ' 田川 ', ' 李哲更多...'], '上映日期': ' 2015-09-30(中国大陆)', '编剧': ' 闫非 / 彭大魔', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 闫非 / 彭大魔'}","['喜剧', '搞笑', '开心麻花', '国产', '青春', '爱情', '2015', '沈腾']",7.4,52727
2737,昭和元禄落语心中 助六再临篇 昭和元禄落語心中～助六再び篇～,"{'类型': [' 剧情 ', ' 动画'], '主演': [' 关智一 ', ' 石田彰 ', ' 小林优 ', ' 小松未可子 ', ' 牛山茂 ', ' 关俊彦 ', ' 山口胜平 ', ' 土师孝也 ', ' 加濑康之 ', ' 须藤翔 ', ' 游佐浩二 ', ' 山寺宏一 ', ' 林原惠美 ', ' 小野友树 ', ' 朝井彩加 ', ' 四宮豪 ', ' 岡本光右 ', ' 駒田航 ', ' 野瀨育二更多...'], '编剧': ' 云田晴子', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 畠山守'}","['动画', '日本', '日本动画', '2017', '昭和元禄落语心中', '石田彰', '动漫', '落语']",9.5,52728
2738,未成年,"{'类型': [' 剧情'], '主演': [' 石田壹成 ', ' 香取慎吾 ', ' 反町隆史 ', ' 河相我闻 ', ' 北原雅树 ', ' 樱井幸子 ', ' 谷原章介 ', ' 滨崎步 ', ' 远野凪子 ', ' 西冈德马 ', ' 寺田农更多...'], '编剧': ' 野岛伸司', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 吉田健 / 加藤浩丈 / 金子与志一'}","['日剧', '野岛伸司', '日本', '青春', '反町隆史', '香取慎吾', '未成年', '石田壹成']",9.2,52729
2739,狮子王 The Lion King,"{'类型': [' 剧情 ', ' 动画 ', ' 歌舞 ', ' 家庭 ', ' 冒险'], '主演': [' 乔纳森·泰勒·托马斯 ', ' 马修·布罗德里克 ', ' 杰瑞米·艾恩斯 ', ' 詹姆斯·厄尔·琼斯 ', ' 莫伊拉·凯利 ', ' 内森·连恩 ', ' 尼基塔·卡兰姆 ', ' 埃林·萨贝拉 ', ' 乌比·戈德堡 ', ' 罗温·艾金森更多...'], '上映日期': ' 1995-07-15(中国大陆) / 1994-06-15(美国) / 2011-09-16(美国)', '编剧': ' 艾琳·梅琪 / 乔纳森·罗伯特  / 琳达·伍尔芙顿', '语言': [' 英语 ', ' 斯瓦希里语 ', ' 科萨语 ', ' 祖鲁语'], '制片国家/地区': ' 美国', '导演': ' 罗杰·阿勒斯 / 罗伯·明可夫'}","['动画', '迪斯尼', '经典', '美国', '童年', '成长', '励志', '1994']",8.9,52730
2740,零零后,"{'制片国家/地区': ' 中国大陆', '类型': [' 纪录片 ', ' 家庭 ', ' 儿童'], '主演': [' 锡坤 ', ' 萌萌 ', ' 昊天 ', ' 嘉阳 ', ' 一一 ', ' 辰辰 ', ' 乐乐更多...'], '语言': [' 汉语普通话'], '导演': ' 张同道'}","['纪录片', '成长', '教育', '儿童', '中国', '看过的电视剧', '华语标签', 'CCTV']",8.3,52731
2741,太空救援 Салют-7,"{'类型': [' 动作 ', ' 冒险'], '主演': [' 柳波芙·阿克肖诺娃 ', ' 弗拉季米尔·弗多维琴科夫 ', ' 巴维尔·捷列连科 ', ' 欧克萨娜·范德拉 ', ' 玛丽亚·米罗诺娃 ', ' 维塔利·卡夫更多...'], '上映日期': ' 2018-01-12(中国大陆) / 2017-10-05(俄罗斯)', '编剧': ' 克里姆·斯彭科 / 阿列克谢·丘波夫 / 杰弗里·海尔顿 / Natasha Merkulova', '语言': [' 俄语'], '制片国家/地区': ' 俄罗斯', '导演': ' 克里姆·斯彭科'}","['俄罗斯', '太空', '真实事件改编', '科幻', '宇宙', '灾难', '2017', '苏联']",7.7,52732
2742,曼哈顿 Manhattan,"{'类型': [' 剧情 ', ' 喜剧 ', ' 爱情'], '主演': [' 黛安·基顿 ', ' 梅丽尔·斯特里普 ', ' 伍迪·艾伦 ', ' 迈克尔·墨菲 ', ' 玛瑞儿·海明威'], '上映日期': ' 1979-04-25', '编剧': ' 马歇尔·布瑞克曼 / 伍迪·艾伦', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 伍迪·艾伦'}","['伍迪·艾伦', '美国', '爱情', 'woodyallen', 'WoodyAllen', '1979', '美国电影', 'MerylStreep']",8.3,52733
2743,萤火之森 蛍火の杜へ,"{'类型': [' 剧情 ', ' 爱情 ', ' 动画 ', ' 奇幻'], '主演': [' 佐仓绫音 ', ' 内山昂辉'], '上映日期': ' 2011-09-17(日本)', '编剧': ' 绿川幸', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 大森贵弘'}","['动画', '日本', '治愈', '爱情', '温情', '感人', '感动', '2011']",8.7,52734
2744,毋庸置疑 Insoupçonnable,"{'类型': [' 剧情 ', ' 悬疑 ', ' 惊悚'], '主演': [' Charles Berling ', ' Laura Smet ', ' Marc-André Grondin ', ' Grégori Derangère'], '上映日期': ' 2010-08-08', '编剧': ' Tanguy Viel / Gabriel Le Bomin / Olivier Gorce', '语言': [' 法语'], '制片国家/地区': ' 法国 / 瑞士', '导演': ' Gabriel Le Bomin'}","['法国', '悬疑', '法国电影', 'francais', 'Love', '马克-安德烈·格隆丁', '虫虫看电影', '犯罪']",,52735
2745,麻雀之歌 آواز گنجشک ها,"{'类型': [' 剧情'], '主演': [' 默罕默德·阿米尔·纳吉 ', ' Hossein Aghazi ', ' Maryam Akbari ', ' Kamran Dehghan'], '上映日期': ' 2008-02-10(伊朗)', '编剧': ' Mehran Kashani / 马基德·马基迪', '语言': [' 波斯语'], '制片国家/地区': ' 伊朗', '导演': ' 马基德·马基迪'}","['伊朗', '伊朗电影', '剧情', '马基德·马基迪', '温暖', '2008', 'MajidMajidi', '感人']",8.7,52736
2746,人工智能 Artificial Intelligence: AI,"{'类型': [' 剧情 ', ' 科幻 ', ' 冒险'], '主演': [' 海利·乔·奥斯蒙 ', ' 弗兰西丝·奥康纳 ', ' 山姆·洛巴兹 ', ' 杰克·托马斯 ', ' 裘德·洛 ', ' 威廉·赫特 ', ' 肯·梁 ', ' 克拉克·格雷格 ', ' 凯文·苏斯曼 ', ' 汤姆·加洛普 ', ' Eugene Osment ', ' 艾普尔·格雷斯 ', ' 马特·温斯顿 ', ' 萨布丽娜·格德维奇 ', ' Theo Greenly更多...'], '上映日期': ' 2001-06-29(美国)', '编剧': ' 布莱恩·奥尔迪斯 / 史蒂文·斯皮尔伯格 / Ian Watson', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 史蒂文·斯皮尔伯格'}","['科幻', '斯皮尔伯格', '人性', '美国', '人工智能', '经典', '美国电影', 'stevenSpielberg']",8.6,52737
2747,海马 カイバ,"{'类型': [' 动画'], '主演': [' 桑岛法子 ', ' 能登麻美子 ', ' 朴璐美 ', ' 斋藤千和 ', ' 水田山葵 ', ' 藤村步 ', ' 玄田哲章 ', ' 江川央生 ', ' 甲斐田裕子 ', ' 岩永哲哉更多...'], '编剧': ' 汤浅政明', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 汤浅政明'}","['汤浅政明', '动画', '日本动画', '日本', '看过的电视剧', '海马', 'MADHouse', '湯浅政明']",9.1,52738
2748,金鸡,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 吴君如 ', ' 曾志伟 ', ' 陈奕迅 ', ' 刘德华 ', ' 梁家辉 ', ' 胡军 ', ' 黄日华 ', ' 杜汶泽 ', ' 田蕊妮 ', ' 张坚庭更多...'], '上映日期': ' 2002-12-26(香港)', '编剧': ' 赵良骏 / 邹凯光', '语言': [' 粤语 ', ' 普通话'], '制片国家/地区': ' 香港', '导演': ' 赵良骏'}","['香港', '吴君如', '香港电影', '喜剧', '人生', '金鸡', '2002', '剧情']",8.1,52739
2749,都市女孩 第一季 Girls Season 1,"{'类型': [' 喜剧'], '主演': [' 莉娜·邓纳姆 ', ' 艾莉森·威廉姆斯 ', ' 杰米玛·科克 ', ' 克里斯托弗·阿波特 ', ' 克里斯·埃吉曼 ', ' 佐莎·马梅特更多...'], '编剧': ' 莉娜·邓纳姆', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 莉娜·邓纳姆'}","['美剧', 'HBO', '青春', '美国', '女性', '喜剧', '2012', '看过的电视剧']",7.9,52740
2750,狐狸与我 Le renard et l'enfant,"{'类型': [' 剧情 ', ' 儿童 ', ' 冒险'], '主演': [' 贝蒂•若耶-布萝 ', ' 伊莎贝尔·卡雷 ', ' Thomas Laliberté ', ' 安布拉·安乔利尼'], '上映日期': ' 2007-12-12(法国)', '编剧': ' 吕克·雅盖 / Eric Rognard', '语言': [' 法语'], '制片国家/地区': ' 法国', '导演': ' 吕克·雅盖'}","['法国', '法国电影', '动物', '自然', '童年', '狐狸与孩子', '狐狸', '小王子']",8.6,52741
2751,四叠半神话大系 四畳半神話大系,"{'类型': [' 动画'], '主演': [' 浅沼晋太郎 ', ' 吉野裕行 ', ' 坂本真绫 ', ' 藤原启治 ', ' 大原沙耶香 ', ' 诹访部顺一 ', ' 桧山修之更多...'], '编剧': ' 上田诚', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 汤浅政明'}","['动画', '日本动画', '日本', '汤浅政明', '湯浅政明', '动漫', 'MADHOUSE', 'Anime']",9.1,52742
2752,我的生存之道 僕の生きる道,"{'制片国家/地区': ' 日本', '主演': [' 草剪刚 ', ' 矢田亚希子 ', ' 谷原章介'], '语言': [' 日语'], '编剧': ' 桥部敦子', '导演': ' 星护 / 佐藤佑市'}","['日剧', '草剪剛', '矢田亚希子', '日本', '我的生存之道', '谷原章介', '草彅剛', '日劇']",8.1,52743
