userid,username,movietag
10977,chavelier,"['犯罪', '香港', '香港电影', '动作', '张家辉', '张学友', '张震', '2015','美剧', '喜剧', '美国', '电视剧', '2003', 'FOX', '看过的电视剧', '英语标签']"
10978,tt,"['纪录片', '手艺', '匠人', '纪录片里的一股清流', '真诚', '中国', '中国大陆', '2017','美剧', '大卫·林奇', '悬疑', 'DavidLynch', '美国', '电视剧', '1990', '犯罪','真人秀', '综艺', '感人', '中国大陆', '感动', '真诚', '心动', '信仰']"
10979,A花阿,"['大陆', '春运', '中国电影', '喜剧', '中国', '2008', '国产', '一年到头']"
10981,花痴小面,"['短片', '动画', '美国', '动画短片', '皮克斯', 'Pixar', '2017', 'Disney','日本动画', '动画', '日本', '猫', '佝偻猫', '动漫', '大地丙太郎', 'アニメ','印度电影', '爱情', '印度', '悬疑', '动作', '经典', '未知死亡', '动作暴力犯罪','动画', '日本', '混沌武士', '动漫', '武士', '经典', '2004', '动作']"
10982,桶桶李∵,"['动画', '香港', '温情', '成长', '2012', '童年', '励志', '喜剧']"
10983,jamfield,"['短片', '同性', '情色', '葡萄牙', 'Gay', '英国', '2016', '露点','传记', 'queen', '摇滚', '音乐', '美国', 'LGBT', '英国', '同性','KristenStewart', '同性', '犯罪', '美国', '2018', '惊悚', '悬疑', 'LGBT']"
10984,冬日暖阳,"['韩剧', '鬼神', '韩国', '爱情', '电视剧', '2016', 'tvN', '喜剧']"
10986,佩佩菜,"['法国', '警匪', '法国电影', '犯罪', '动作', '警察', '少数派', '电影','香港', '香港电影', '舒淇', '动作', '张智霖', '吴君如', '绝色神偷', '2001']"
10987,大何何,"['战争', '俄罗斯', '历史', '维京', '动作', '史诗', '剧情', '东正教','英剧', '英国', '喜剧', 'BBC', '电视剧', '追剧', '成长', '2018','犯罪', '动作', '中国大陆', '国产', '2017', '爆破', '剧情', '悬疑']"
10988,clare,"['美剧', 'HBO', '喜剧', '美国', 'IT', '2016', 'geek', '看过的电视剧','加拿大', '旅行', '人生', '公路电影', '剧情', '公路', '加拿大电影', 'JoshuaJackson']"
10989,任哈哈,"['爱情', '美国', '喜剧', '浪漫', 'Meg-Ryan', '美国电影', '经典', '1989','纪录片', '法国', '海洋', '自然', '雅克·贝汉', '法国电影', '探索', '2009']"
10990,着离,"['传记', '毕加索', '美剧', '纪录片', '美国', '美剧。', '真实', '历史']"
10992,ADS,"['日剧', '日本', '2017', '女性', '喜剧', '时尚', '17春', '看过的电视剧','日剧', '武井咲', '江口洋介', '看过的电视剧', '日语标签', '木村佳乃', '12夏', '日本','日剧', '剛力彩芽', '看过的电视剧', '日语标签', '日本', '13冬', '推理', '2013']"
10993,然_柯,"['嵐', '日本', 'ARASHI', '番组', '综艺', '番組', '大野智', '二宫和也']"
10994,yue小草莓,"['励志', '美国', '梦想', '体育', '信念', '美国电影', '经典', '激励','德国', '现代舞', '传记', '舞蹈', '2011', '文艺', '歌舞', '法国','剧情', '生活', '国产', '2003', '喜剧', '中国大陆', '黑色幽默', '内地']"
10995,Fridalulu,"['纪录片', '英国', '人生', 'BBC', '49Up', 'Documentary', '成长', '英国电影','纪录片', '英国', '人生', 'BBC', '成长', 'up系列', 'Documentary', '1998','纪录片', '英国', '人生', '成长', 'BBC', '1991', '社会', 'Documentary','纪录片', '英国', '人生', '成长', 'up系列', '纪实', '七年', '生活','纪录片', '苏联', '俄罗斯', '人生', '成长', 'Documentary', '1990', '苏俄']"
10999,bingo,"['美国', '剧情', '喜剧', '温情', '2017', '女性', '人生', '音乐','陈伟霆', '国产电视剧', '书看了，现在等电视剧。不过真的对白百合无感', '高科技', '电视剧', '白百何', '爱情', '国产剧','小说改编', '电视剧', '爱情', '2017', '国产剧', '小清新', '大陆', '剧情']"
11000,Collector,"['青春', '微电影', '短片', '高三', '成长', '爱情', '再见金华站', '大陆']"
11001,Who am I💓,"['印度', '女权', '女性', '人性', '剧情', '2015', '闺蜜', '英国']"
11003,饼飘飘,"['综艺', '脱口秀', '蔡康永', '高晓松', '马东', '真人秀', '中国', '2014','惊悚', '美国', '悬疑', '恐怖', '心理', '灵异', '美国电影', '2003']"
11004,琥珀amber,"['关锦鹏', '张曼玉', '张艾嘉', '香港', '香港电影', '女性', '斯琴高娃', '人在纽约','TVB', '港剧', '黎明', '温兆伦', '周海媚', '邵美琪', '电视剧', '香港']"
11005,钤之哈哈,"['金基德', '韩国', '韩国电影', '爱情', '整容', '时间', '2006', '电影']"
11006,贪驩,"['同性', '爱情', '文艺', '美国', '英国', '2015', '剧情', '凯特·布兰切特','韩国', '爱情', '伦理', '文艺', '情感', '2016', '剧情', '家庭','传记', '变性', '剧情', '文艺', '美国', '同性', '2015', 'LGBT','法国', '短片集', '爱情', '短片', '巴黎', '文艺', '2006', '剧情','日本', '日本电影', '土屋安娜', '深田恭子', '青春', '下妻物语', '中岛哲也', '友情']"
11007,msmargaret,"['美剧', '律政', '女性', '美国', 'CBS', '法律', '2013', '看过的电视剧','日本', '小田切让', '日本电影', '亲情', '松隆子', '東京タワー～オカンとボクと、時々、オトン～', '2007', '电影']"
11008,fenglsd6,"['英国', '舞台剧', '莎士比亚', 'DavidTennant', '喜剧', 'Shakespeare', '爱情', 'CatherineTate','英国', '欧洲英语片', '想看', '惊悚', '悬疑/惊悚/恐怖', '和观映像', '剧情', '2015','IanRichardson', 'UK/Ireland', '1990s', '（待下', '待下', 'Ian_Richardson', 'Christoph_Waltz', '#TV','英国', '奥斯卡最佳影片', '奥斯卡', '喜剧', '英国电影', '1963', '传记', '1960s']"
11009,小小白,"['美国', '成长', '喜剧', '2016', '青春', '美國電影', '喜劇', '美國','爱情', '喜剧', '2017', '烂片', '国产', '中国', '大陆', '内地']"
11011,kaya,"['她比烟花寂寞', '英国', '传记', '音乐', '女性', '英国电影', '剧情', '爱情','韩剧', '金秀贤', '全智贤', '爱情', '韩国', '电视剧', '2013', '喜剧']"
11012,双,"['日本', '同性', 'BL', '漫画改编', '同志', '2014', '爱情', '耽美','纪录片', '挪威', '双胞胎', '美国', '2013', '紀錄片', 'sisters', '挪威电影','心理', '科幻', '2011', '丹麦电影', '拉斯·冯·特里尔', '文艺', '剧情', '灾难','德国', '爱情', '意大利', '2002', '犯罪', '剧情', '美国', '英国']"
11013,Y。,"['港剧', '看过的电视剧', 'HKTV', '惊悚', '华语标签', '恐怖', '香港', '悬疑','日剧', '三浦春馬', '日本', '三浦春马', '多部未華子', '2014', '看过的电视剧', '14冬']"
11014,王菁,"['法国', '法国电影', '文艺', '偶然与巧合', '爱情', 'ClaudeLelouch', '李欣频荐', '愛情']"
11015,Somnus,"['巴西', '暴力', '犯罪', '黑帮', '青春', '南美', '剧情', '人性']"
11016,刘传,"['悬疑', '美国', '惊悚', '爱情', '美国电影', 'EmmaThompson', 'KennethBranagh', 'Kenneth_Branagh','日剧', '日本', '2016', '成长', '青春', '喜剧', '社会', '电视剧','喜剧', '美国', '惊悚', '恐怖', '血腥', '黑色幽默', '2017', '犯罪']"
11018,Rivermorly.,"['英国', '青春', '英国电影', '剧情', '2007', 'Boy', '电影', 'JohnCrowley']"
11019,booktownred,"['法国', '戈达尔', '新浪潮', '法国电影', 'JeanLucGodard', 'Jean-Luc_Godard', '1961', '1960s']"
11020,卡拉瓦乔,"['英国', '迈克·李', 'MikeLeigh', '音乐', '英国电影', '传记', '1999', 'CC','美国', '西部', '爱情', '经典', '剧情', '人生', '亲情', '秋日传奇','美国', 'RobertDowneyJr.', 'MegRyan', 'RobertDowneyJr', '英国', 'HughGrant', '美国电影', '文艺','JohnnyDepp', 'TimBurton', '惊悚', '美国', '魔幻', '恐怖', '美国电影', '断头谷']"
11021,tachion,"['惊悚', '大卫·芬奇', '美国', '悬疑', '犯罪', 'DavidFincher', 'JodieFoster', '美国电影','喜剧', '黑色幽默', '中国', '2013', '国产', '搞笑', '剧情', '电影','纪录片', '萧红', '黄金时代', '中国', '传记', '文艺', '2014', '女性']"
11022,Ellenphant,"['青春', '美国', '喜剧', '校园', '成长', '美国电影', '1986', 'JohnHughes','情色', '德国', '剧情', '人性', '青春', '限制级', '2016', '你懂的']"
11024,跑,"['纪录片', 'LGBT', '美国', '同性', 'EllenPage', '2016', '同志', 'LGBTQ']"
11025,白毛浮绿水,"['台湾', '剧情', '2016', '人性', '金马影展', '恋物癖', '文艺', '犯罪']"
11026,猪头不卖,"['黑色幽默', '网剧', '喜剧', '中国大陆', '魔幻现实主义', '2017', '电视剧', '奇幻','纪录片', '慰安妇', '历史', '中国', '二战', '大陸紀錄片', '郭柯', '大陆','美剧', 'HBO', '美国', '色情业', '2017', '剧情', '社会', '电视剧']"
11027,佩休,"['纪录片', '狼', '人性', '自然', '真实事件改编', '动物', '感动', '温情','街舞', '真人秀', '综艺', '舞蹈', '中国大陆', '2017']"
11028,Rafaid,"['香港', '剧情', '喜剧', '女性', '人生', '生活', '文艺', '2006']"
11030,庄庄,"['韩国', '犯罪', '悬疑', '韩国电影', '惊悚', '意外结局', '薛景求', '2010']"
11031,ELEVEN_,"['爱情', '美国', '情感', '女性', '喜剧', '生活', '2009', '浪漫','奇幻', '人性', '冒险', '美国', '3D', '人生', '剧情', '2012']"
11032,Luna Rabbit_,"['喜剧', '美国', '2017', '圣诞电影', '圣诞', '家庭', 'Theater', '2017观影','日本', '日本电影', '安藤樱', '剧情', '2014', '人性', '日影', '安藤サクラ']"
11034,霓霓,"['邓丽欣', '叶念琛', '香港电影', '香港', '爱情', '愛情', '爱情/青春', '2016']"
11035,USRE,"['英剧', '黑色幽默', 'BBC', '英国', '悬疑', '2018', '喜剧', '电视剧']"
11036,青少纳言,"['国产电视剧', '高考', '青春', '电视剧', '大陆', '青春的记忆', '高考下的美丽天空', '中国','青春', '校园', '大陆', '电视剧', '童年', '国产电视剧', '2003', '怀旧']"
11037,Lumos,"['综艺', '韩国', '罗PD', 'tvN', '尹餐厅', '美食', '2018', '真人秀']"
11038,厌世壳,"['日本', '青春', '日本电影', '喜剧', '市原隼人', '麻生久美子', '2008', '竹中直人','大友克洋', '动画', '日本', '日本动画', '科幻', '老人Z', '电影', '动漫','EVA', '剧场版', '庵野秀明', '动画', '日本', '日本动画', 'GAINAX', '动漫','日本动画', '动画短片', '动画', '日本', '短片', '2011', 'Production.I.G', '动漫']"
11039,9,"['美国', '经典', '种族歧视', '黑白', '剧情', '人性', '法律', '悬疑','2016', '同性', '香港', '剧情', '中国', '柏林电影节', '黄璐', '人性']"
11040,清欢,"['冯小刚', '喜剧', '葛优', '中国电影', '大陆', '中国', '手机', '电影']"
11041,乔木,"['同志', '美国', '同性', '爱情', '2012', '文艺', '剧情', 'GAY','悬疑', '犯罪', '犯罪悬疑', '网络大电影', '中国大陆', '2018', '动作', '惊悚']"
11042,格不拉酥,"['韩国', '韩国电影', '亲情', '历史', '剧情', '黄政民', '2014', '家庭','韩国综艺', '综艺', '韩国', '韩综', '两性', '申东烨', '成时京', '艺能','美剧', 'HBO', '冰与火之歌', '史诗', '奇幻', '美国', '2015', '魔幻']"
11043,一个大写的L,"['传记', '英国', '爱情', '英国电影', 'ElleFanning', '剧情', '2017', '2016']"
11045,Invisibilia,"['捷克', '捷克电影', '伊利·曼佐', '新浪潮', '奥斯卡最佳外语片', '1966', '剧情', 'JiríMenzel','美国', '2018', '美国电影', '音乐', '爱情', '喜剧', 'KateWinslet', '电影']"
11047,大宝同学,"['美国', '剧情', '长镜头', '黑色喜剧', '文艺', '2014', '人生', '奇幻','美国', '女性', '2016', '剧情', '文艺', '独立电影', '女权', '人性']"
11048,咕星叭卟🌟,"['日本动画', '动画', '日本', '樱井孝宏', '动漫', '神谷浩史', '福山润', '北极熊café']"
11049,好物单,"['经典翻拍', '白蛇传', '演技在线', '儿童', '萌', '古装', '童年', '2016','电视剧', '经典', '新白娘子传奇', '赵雅芝', '童年回忆', '台湾', '台剧', '爱情']"
11051,卖鸡翅的粉条店,"['英国', '成长', '青春', '女性', '爱情', '文艺', '剧情', '2009','日剧', '医疗', '日本', '治愈', '2017', '17秋', '看过的电视剧', '日语标签','日剧', '能年玲奈', '晨间剧', '日本', '宫藤官九郎', '小泉今日子', '2013', '电视剧','日本', '青春', '日本电影', '爱情', '日影', '本田翼', '東出昌大', '2014','日剧', '吉高由里子', '坂口健太郎', '日本', '2017', '荣仓奈奈', '大岛优子', '爱情']"
11052,李狗蛋,"['黑色幽默', '人性', '犯罪', '无人区', '剧情', '黑色', '2013', '禁片','犯罪', '黑色', '荒诞', '搞笑', '悬疑', '剧情', '2016', '云南','英剧', '犯罪', 'BBC', '看过的电视剧', '英国', '英语标签', '2013', '剧情','美国', '犯罪', '经典', '喜剧', '美国电影', '剧情', '1973', 'PaulNewman']"
11055,乔鲁克,"['纪录片', '日本', '情热大陆', '土屋安娜', '情熱大陸', '2006', '短片', '土屋アンナ','动画', '日本', '日本动画', 'OAD', 'BONES', 'OVA', '2016', 'アニメ']"
11058,晒太阳的鱼,"['日本', '成长', '儿童', '青春', '少年', '人性', '剧情', '2004','日剧', '日本', '人生', '2016', 'Netflix', '剧情', '电视剧', '小说改编','日本', '青春', '爱情', '吉高由里子', '高良健吾', '2013', '剧情', '电影']"
11059,菲菲,"['传记', '美国', '历史', '人物传记', '2016', '女性', '剧情', '奥斯卡','韩剧', '温情', '亲情', '韩国', 'tvN', '2017', '人生', '家庭']"
11060,除你左籍,"['恐怖', '美国', '惊悚', '灵异', '恐怖片', '2016', '悬疑', '邪灵','韩国', '恐怖', '惊悚', '悬疑', '人性', '犯罪', '2013', '电影','尼古拉斯·凯奇', '动作', '吴宇森', '美国', '经典', '犯罪', '科幻', '电影']"
11061,煤球球,"['窦文涛', '谈话节目', '综艺', '脱口秀', '真人秀', '2018', '圆桌派', '中国','圆桌派', '综艺', '脱口秀', '看理想', '2017', '中国大陆', '武侠', '谈话','伍迪·艾伦', 'WoodyAllen', '美国', '喜剧', '黑色幽默', '1969', '美国电影', 'Woody_Allen']"
11064,未设置,"['科幻', '喜剧', '美国', '2017', '剧情', '派拉蒙', '脑洞', '家庭']"
11065,shangduan,"['爱情', '韩国', '孙艺珍', '假如爱有天意', '唯美', '韩国电影', '青春', '经典','爱情', 'EdwardNorton', '美国', '面纱', '美国电影', '黄秋生', '电影', 'Naomi','励志', '日本', '青春', '成长', '校园', '温情', '2015', '剧情','法国', '同性', 'LGBT', '2017', '剧情', '同志', '戛纳', '戛纳电影节','杨德昌', '台湾', '台湾电影', '张艾嘉', '楊德昌', '吴念真', '1983', '張艾嘉']"
11066,柚子味的小甜甜,"['tvb', '港剧', '金枝欲孽', '电视剧', '黎姿', '香港', '经典', 'TVB','美国', '人性', '犯罪', '经典', '剧情', '温情', '感人', '1993','薛凯琪', '新不了情', '陈坤', '电视剧', '尔冬升', '看过的电视剧', '港剧', '爱情']"
11067,南山小姐,"['日本', '喜剧', '家庭', '2016', '温情', '亲情', '剧情', '龙平','纪录片', 'BBC', '英国', '语言学', '历史', '语言', '英语', 'English-linguistics','1949', '黑白', '家庭', '经典', '剧情', '中国大陆', '人生', '爱情']"
11068,evenkey,"['美食', '纪录片', 'BBC', '英国', '食物', 'Cooking', 'raymondblanc', '2010']"
11071,安静地喝饮料,"['英国', '同性', '2014', '文艺', '亲情', '剧情', '温情', '爱情']"
11072,呆若潘潘,"['悬疑', '经典', '美国', '犯罪', '推理', '黑白', '法律', '剧情','台湾', '五个女子与一根绳子', '女性', '台湾电影', '1991', '中国', '叶鸿伟', '艾敬']"
11073,cinderella过,"['纪录片', '中国', '远行', '感人、纪录片玩出了新感觉', '出去了才知道家好', '人性', '知了青年', '优酷','黑帮', '香港', '香港电影', '吕良伟', '跛豪', '传记', '犯罪', '1991']"
11074,汤包小姐,"['美国', '剧情', '成长', '喜剧', '青春', 'Charlize_Theron', '女性', '人生','美剧', '青春', '看过的电视剧', '成长', '美国', '爱情', '2013', '英语标签','高以翔', '纪录片', '周游加拿大', '高以翔★', '旅游宣传片', '精美制作', '宣传片', '少女心']"
11075,学屌一梅？！！,"['美国', '家庭', '成长', '剧情', '传记', '真实故事改编', '2017', '生活']"
11076,Lie,"['美国', '文艺', '爱情', '同志', '家庭', '剧情', '2011', '同性','澳大利亚', '同性', '喜剧', '澳剧', '同志', '青春', '电视剧', '看过的电视剧','科幻', '美国', '人性', '爱情', '2011', '动作', '剧情', '犯罪','同志', '美国', '爱情', '同性', 'Gay', 'ciao', '美国电影', '剧情','美国', '同性', '亲情', '同志', '剧情', '2014', 'LGBT', '美国电影']"
11078,方片兒,"['爱情', '莎士比亚', '美国', '英国', '奥斯卡', '美国电影', '经典', '1998']"
11079,三吉,"['日本', '家庭', '喜剧', '温情', '亲情', '2016', '剧情', '人生']"
11080,北山下雨,"['喜剧', '搞笑', '婚姻', '中国大陆', '爱情', '2016', '内地', '华语']"
11081,魔都加菲,"['日本', '喜剧', '日本电影', '三谷幸喜', '妻夫木聪', '绫濑遥', '2008', '深津绘里','英剧', 'BBC', '间谍', '英国', '悬疑', '1979', '勒卡雷', '英国电影','英国', '间谍', '冷战', '英国电影', '1965', 'MartinRitt', '1960s', 'CC']"
11082,_简翛`,"['人性', '丹麦', '剧情', '心理', '社会', '悬疑', '2012', '北欧','鬼吹灯', '奇幻', '陆川', '冒险', '中国', '2015', '中国电影', '悬疑']"
11083,非亚,"['韩国', '战争', '人性', '喜剧', '剧情', '温情', '2005', '感人','韩剧', '情景喜剧', '喜剧', '韩国', '顺风妇产科', '搞笑', '看过的电视剧', '电视剧','韩国', '同性', '同志', '爱情', '青春', '韩国电影', '2014', '人性','韩国', '动作', '同性', '变性', '剧情', '犯罪', '2014', '同志']"
11086,哲生,"['美剧', '科幻', '漫威', 'X-Men', 'Marvel', '美国', '2017', 'FX','移动迷宫', '科幻', '美国', '悬疑', '动作', '美国电影', '反乌托邦', '小说改编']"
11087,R.ose❀,"['温情', '美国', '摩根·弗里曼', 'MorganFreeman', '老年', 'JackNicholson', '喜剧', '美国电影']"
11088,何飞飞,"['日剧', '美食', '日本', '日剧SP', 'SP', '看过的电视剧', '2016', '松重豊']"
11089,你想怎样,"['纪录片', '印尼', '人性', '2012', '历史', '政治', '丹麦', '英国']"
11091,一一,"['日剧', '堺雅人', '日本', '上戸彩', '香川照之', '2013', '电视剧', '剧情','今敏', '动画', '日本', '悬疑', '心理', '日本动画', '惊悚', '动漫']"
11092,fatmonkeyd_,"['台湾', '台湾电影', '青春', '练习曲', '旅行', '单车环岛日志', '电影', '陳懷恩']"
11094,层林渲染,"['名侦探柯南', '日本', '剧场版', '柯南', '动画', '2017', '动漫', '悬疑']"
11095,保持远距离,"['脱口秀', '综艺', '新锐讽刺脱口秀', '真正的脱口秀', '2017', '中国大陆', '灵魂脱口秀', '深夜档']"
11097,小刺猬,"['纪录片', '独立游戏', '游戏', '2012', '美国', '加拿大', '独立艺术', 'IndieGame','日剧', '佐藤健', '前田敦子', '日本', '青春', '10秋', '看过的电视剧', '日语标签']"
11098,kimi,"['美剧', '情色', '美国', '剧情', '2016', '女性', '看过的电视剧', '英语标签','英剧', '喜剧', '英国', 'BBC', '2013', '搞笑', '电视剧', '看过的电视剧']"
11099,野生罗宾,"['纪录片', '美国', '传记', 'SusanSontag', '苏珊·桑塔格', 'Documentary', '女性', '2014','纪录片', '汉娜•阿伦特', '德国', '传记', '哲学', 'Documentary', '思想', 'philosophy','法国', '波兰', '传记', '历史', '革命', '法国电影', '安德烈·瓦依达', 'AndrzejWajda','法国', '波伏娃', '传记', '萨特', '法国电影', '女权主义', '女性', '爱情']"
11101,啊哈,"['法国', '法国电影', '莫里斯·皮亚拉', '情色', '青春', '爱情', 'MauricePialat', 'Maurice_Pialat','法国', '青春', '法国电影', '成长', '夏洛特·甘斯布', 'CharlotteGainsbourg', '1985', 'Charlotte_Gainsbourg']"
11102,晏永,"['美国', '剧情', '911', '成长', '亲情', '温情', '家庭', '2012','美国', '达斯汀·霍夫曼', 'DustinHoffman', '推销员之死', '美国电影', '施隆多夫', '德国', 'JohnMalkovich','喜剧', '美国', '爱情', '美国电影', '我的巨型希腊婚礼', '2002', '电影', '加拿大']"
11104,Suxxx_,"['悬疑', '英国', '爱情', '剧情', '2017', '心理', '女性', '美国','AsaButterfield', 'SamClaflin', '英国', '英国电影', '2017', '战争', '电影', '剧情','英国', '爱情', '二战', '女性', '战争', '剧情', '2016', '喜剧','甜茶', 'TimothéeChalamet', '美国', 'Timothée_Chalamet', 'Timmy', '蒂莫西·柴勒梅德', '美国电影', '电影']"
11105,妳笑の很巴黎、,"['纪录片', '园艺', '植物', 'BBC', '英国', '真人秀/BBC/综艺', '园林', 'monty','美剧', '风骚律师', '绝命毒师衍生剧', '犯罪', '美国', '剧情', 'AMC', '2017','纪录片', '故宫', '匠人', '中国', '文物', '人文', '艺术', '2016']"
11106,phantom0328,"['日本', '漫改', '真人化', '漫画改编', '搞笑', '2017', '喜剧', '热血','悬疑', '犯罪', '推理', '网络剧', '国产剧', '2016', '惊险', '中国','韩剧', '悬疑', '科幻', 'tvN', '韩国', '2017', '电视剧', '剧情','韩国', '校园暴力', '蚯蚓', '人性', '校园霸凌', '犯罪', '校园', '复仇']"
11107,日 今,"['韩国', '短片', '温情', '爱情', '老人', '韩国电影', '2013', '橘子','科幻', '美国', '2015', '冒险', '乔治·克鲁尼', '迪士尼', 'Disney', '悬疑','动画', '日本', '虫师', '日本动画', '动漫', '蟲師', '感动', '日本动漫','美国', '科幻', '动作', '2015', '小说改编', '冒险', '剧情', '人性','中国', '儿童', '大陆', '剧情', '文艺', '2015', '新锐导演', '2014']"
11108,靚饼皇,"['法国', '侯麦', '爱情', '法国电影', 'EricRohmer', 'Eric_Rohmer', '2007', '古装','英国电影', '金子般的心', '爱情', 'cctv6', '经典', 'Britain', '英国', 'movie','美国', 'EthanHawke', 'WinonaRyder', '青春', '爱情', '美国电影', '1994', 'BenStiller']"
11110,陈阿井,"['美国', '成长', '青春', '喜剧', '美国电影', 'EmmaRoberts', '2010', 'ZachGalifianakis','传记', '同性', '兰波', '英国', '爱情', '文艺', '法国', 'Gay','美国', 'MarlonBrando', '美国电影', '马龙•白兰度', '马龙·白兰度', '1953', '青春', '飞车党']"
11111,云朵上LIA,"['美国', '2017', '剧情', '美国电影', 'JohnCarrollLynch', '大卫林奇', 'HarryDeanStanton', 'DavidLynch','爱情', '美国', '美国电影', '往日情怀', '经典', '政治', '怀旧电影', '怀旧']"
11112,天落灯,"['海军陆战队', '军旅', '国产电视剧', '电视剧', '搞笑', '看过的电视剧', '华语标签', '杨志刚','电视剧', '看过的电视剧', '匪我思存', '小说改编', '华语标签', '国产电视剧', '范冰冰', '爱情','韩国', '喜剧', '2017', '爱情', '电视剧', 'KBS', '温暖', '剧情','苏志燮', '孙艺珍', '韩国电影', '韩国', '2018', '电影', '爱情', 'S孙艺珍']"
11116,hunter在幻作塔,"['王祖贤', '香港', '游园惊梦', '吴彦祖', '香港电影', '杨凡', '爱情', '同志']"
11117,WkurosaW,"['芬兰', '阿基·考里斯马基', '法国', '黑白', '芬兰电影', 'AkiKaurismäki', 'Aki_Kaurismäki', '1992','法国', '比利时', 'Chantal_Akerman', '香特尔·阿克曼', 'ChantalAkerman', '1970s', '法国电影', '1978']"
11118,薄荷,"['日剧', '小泉今日子', '日本', '中井贵一', '爱情', '内田有纪', '2012', '12冬','奥黛丽·赫本', '经典', '爱情', '浪漫', '罗马假日', '美国', '美国电影', '电影','美国', '爱情', '剧情', '2008', '婚姻', '家庭', '人生', '人性','访谈', '表演', '演员', '综艺', '高段位演员', '艺术', '脱口秀', '2017','爱情', '美国', 'NataliePortman', 'JuliaRoberts', 'judelaw', '人性', '美国电影', '剧情']"
11120,阿龙,"['犯罪', '美国', '喜剧', '2017', '搞笑', '动作', '黑色幽默', '剧情']"
11121,优诺.安,"['法国', '法国电影', '同志', '爱情', '同性', 'Gay', '我生命中的男人', '2006','英国', '同志', '青春', '成长', '爱情', 'Gay', '同性', '英国电影','巴西', '同志', '同性', '爱情', '兄弟', 'GAY', '兄弟爱', '巴西电影','美剧', '喜剧', '美国', '电视剧', 'Office', '看过的电视剧', 'comedy', 'nbc','法国', '剧情', '女权', '悬疑', '女性', '犯罪', '2016', '惊悚']"
11123,匿名,"['安东尼·霍普金斯', '美国', '成长', '斯蒂芬·金', '悬疑', '剧情', '美国电影', 'AnthonyHopkins','美国', '惊悚', '犯罪', '动作', 'DanStevens', '悬疑', '2014', '丹·史蒂文斯','喜剧', '香港', '吴君如', '香港电影', '2015', '古天乐', '黄秋生', '谢霆锋']"
11126,s,"['香港', '杜琪峰', '张曼玉', '动作', '梅艳芳', '香港电影', '杨紫琼', '武侠','日本', '日本电影', '大林宣彦', '2017', '洼冢洋介', '电影', '满岛真之介', '门胁麦','美国', '西部片', '西部', '1960', '美国电影', '动作', '1960s', '黑泽明','中国', '中国电影', '爱情', '战争', '老电影', '1980', '革命', '大陆']"
11127,噗、小红烧肉,"['纪录片', '台湾', '历史', '2017', '中国', '宝岛台湾', '中国大陆', 'Documentary']"
11129,ghfehcnwkd,"['英国', 'MalcolmMcDowell', 'Lindsay_Anderson', '英国电影', '林赛·安德森', 'LindsayAnderson', '1973', '1970s','昆汀·塔伦蒂诺', '美国', '犯罪', '暴力', '黑帮', 'QuentinTarantino', '昆汀', '美国电影','法国', '戈达尔', '新浪潮', '让-吕克·戈达尔', '法国电影', 'JeanLucGodard', '1967', 'Jean-Luc_Godard']"
11130,bella,"['动画', '法国', '童话', '成长', '温情', '童话改编', '经典', '2015']"
11131,风清扬,"['纪录片', 'BBC', '音乐', 'Bach', '古典音乐', '传记', '英国', '艺术']"
11133,东东,"['真实事件改编', '美国', '灾难', '传记', '剧情', '人性', '飞行', '2016','温情', '英国', '猫', '喵星人', '治愈', '动物', '传记', '2016']"
11134,伊拉冠,"['今敏', '动画', '日本', '日本动画', '东京教父', '2003', '温情', '电影','英剧', '推理', 'BBC', '英国', '悬疑', '探案', '犯罪', '1998','美国', '人生', '文艺', '葡萄酒', '剧情', '生活', '2004', '爱情','SITCOM', '美剧', '喜剧', '美国', '爱情', '电视剧', 'Comedy', '2005','美剧', '喜剧', 'FOX', '美国', 'AndySamberg', '2013', '看过的电视剧', '电视剧']"
11135,小润润 ,"['美剧', '驱魔', '恐怖', '惊悚', '宗教', '灵异', '美国', '2017','美国', '库布里克', '情色', 'NicoleKidman', 'TomCruise', '剧情', 'StanleyKubrick', '美国电影']"
11136,carolpolynn,"['动画', '彼氏彼女の事情', '日本', '日本动画', '庵野秀明', '动漫', '青春', '爱情','小李子', '美国', '剧情', '复仇', '冒险', '人性', '西部', '2015','法国', '法国电影', '青春', '奇幻', '喜剧', 'Jean-BaptisteMaunier', '科幻', '恐怖','传承', '文艺', '国产', '中国大陆', '剧情', '人生', '内地', '音乐','法国', '奥黛丽·塔图', '爱情', '法国电影', 'AudreyTautou', '只要在一起', '2007', '电影']"
11137,璐璐璐,"['动画短片', '短片', '美国', '动画', '2009', '文艺', 'Eye', 'Annai','美剧', '律政', '美国', '法律', '女性', 'CBS', '2014', '看过的电视剧']"
11138,Dayo,"['潘虹', '电视剧', '国产电视剧', '我想看这部片子', '大陆剧', '电视剧《走过冬天的女人》潘虹', '1997', '方青卓','爱情', '美国', '经典', '浪漫', '温情', '1993', '喜剧', '感动','法国', '爱情', '法国电影', '奥斯卡最佳外语片', '金棕榈', '1966', 'ClaudeLelouch', 'Claude_Lelouch']"
11139,百合,"['伦理', '美国', '情色', '爱情', '美国电影', '剧情', '2002', 'RichardGere','法国', '法国电影', '爱情', '2015', '剧情', '文艺', '戛纳', '薇拉莉·邓泽里','爱情', '影子爱人', '权相佑', '香港', '爱情片', '剧情', '港台大陆电影', '内地']"
